"232","Brownies, commercial (5cm X 5cm)","1 square","34","138","576","2","22","12","0.7","6","1.4","6","10","0.8","106","51","11","34","0","0.07","0.9","24"
"233","Brownies, homemade (5cm X 5cm)","1 square","36","168","702","2","18",,"0.8","10","2.6","26","21","0.7","123","63","19","48","0.1","0.07","0.8","14"
"241","Cheesecake, commercial (15 cm diam)","1/6","100","321","1342","6","26",,"0.4","23","9.9","55","51","0.6","207","90","11","93","0","0.19","1.3","20"
"242","Cheesecake, from mix, no-bake type (20cm diam)","1/8","149","407","1702","8","53",,"2.8","19","9.9","43","255","0.7","564","313","28","347","0.2","0.39","2.4","57"
"246","Chocolate, from mix, with icing (23cm diam)","1/12","109","362","1513","4","61","47","2.0","13","1.9","43","63","1.6","396","177","27","141","0.1","0.13","1.9","26"
"250","Chocolate, homemade, with icing (2 layer, 23cm diam)","1/12","109","408","1706","4","67","52","1.9","16","5.0","28","66","2.5","253","138","34","91","0.1","0.15","2.0","36"
"251","Coffee cake, cinnamon with crumb topping, commercial","1/10","57","237","991","4","26",,"1.1","13","3.3","18","31","1.1","199","70","12","61","0.1","0.13","1.7","46"
"255","Fruitcake, commercial","1 piece","43","139","583","1","26","13","1.6","4","0.5","2","14","0.9","116","66","7","22","0","0.04","0.6","14"
"256","Gingerbread, from mix (23cm X 23cm)","1/9","69","212","889","3","35","22","0.8","7","1.8","22","47","2.3","315","166","11","113","0.1","0.13","1.9","28"
"257","Pound cake, homemade (23cm X 13cm X 7.5cm)","1/10","91","391","1633","5","42","22","0.4","23","4.1","96","22","2.1","368","66","7","59","0.2","0.23","3.0","62"
"258","Shortcake, biscuit-type, homemade (4cm X 7.5cm diam)","1","75","234","978","5","34","8","1.0","8","2.4","28","106","1.7","459","96","12","100","0.2","0.24","3.1","72"
"259","Sponge, commercial, individual shell","1","25","72","302","1","15","9","0.1","1","0.2","26","18","0.7","61","25","3","34","0","0.07","0.8","18"
"260","Sponge, homemade (25cm diam)","1/12","63","187","782","5","36",,"0.2","3","0.8","107","26","1.0","144","89","6","63","0.1","0.19","1.7","33"
"261","White, from mix, with icing (2 layer, 23cm diam)","1/12","109","363","1518","3","66","51","0.9","10","1.6",,"41","0.9","342","76","15","138","0.1","0.12","1.9","47"
